C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\main.js: line 2, col 10, Error - 'UI' is defined but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\main.js: line 71, col 13, Warning - Unexpected console statement. (no-console)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\main.js: line 204, col 21, Warning - Unexpected console statement. (no-console)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 205, col 27, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 213, col 24, Error - 'graph' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 221, col 30, Error - 'graph' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 235, col 23, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 239, col 34, Error - 'tasks' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 243, col 22, Error - 'graph' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 247, col 18, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 251, col 15, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 255, col 14, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 259, col 24, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 267, col 39, Error - 'checks' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 271, col 31, Error - 'graph' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 275, col 29, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 279, col 27, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 283, col 30, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 287, col 24, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 291, col 28, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 295, col 25, Error - 'analysis' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 299, col 25, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\analyzer.js: line 303, col 21, Error - 'process' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\exporter.js: line 94, col 21, Error - 'options' is assigned a value but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\exporter.js: line 114, col 27, Error - 'options' is assigned a value but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\exporter.js: line 130, col 21, Error - 'options' is assigned a value but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\exporter.js: line 145, col 27, Error - 'options' is assigned a value but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\exporter.js: line 156, col 23, Error - 'options' is assigned a value but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\exporter.js: line 167, col 21, Error - 'options' is assigned a value but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\exporter.js: line 192, col 22, Error - 'options' is assigned a value but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\graph.js: line 66, col 29, Error - 'graph' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\graph.js: line 268, col 25, Error - 'graph' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\graph.js: line 269, col 21, Error - 'graph' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\graph.js: line 270, col 30, Error - 'graph' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\graph.js: line 271, col 17, Error - 'edges' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\graph.js: line 271, col 24, Error - 'theme' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\graph.js: line 272, col 21, Error - 'svg' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\graph.js: line 272, col 26, Error - 'id' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\graph.js: line 273, col 21, Error - 'node' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\graph.js: line 273, col 27, Error - 'isHover' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\graph.js: line 274, col 21, Error - 'node' is defined but never used. Allowed unused args must match /^_/u. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\parser.js: line 2, col 10, Error - 'SUPPORTED_FORMATS' is defined but never used. (no-unused-vars)
C:\Users\jonas\Documents\GitHub\bpmn_tool\bpmn-analyzer-pro\src\modules\parser.js: line 2, col 29, Error - 'NAMESPACES' is defined but never used. (no-unused-vars)
